price,Q_mean,Q_total,elasticity_meanQ,revenue_total
5400.0,0.9265220193862915,463.26100969314575,-0.201467036766127,2501609.452342987
5500.0,0.9230652852058411,461.53264260292053,-0.21059820678754054,2538429.534316063
5600.0,0.9194530777931214,459.72653889656067,-0.2238359171911257,2574468.6178207397
5700.0,0.9157150486707687,457.85752433538437,-0.23918157262523948,2609787.888711691
5800.0,0.9117680895328522,455.8840447664261,-0.25776062697567853,2644127.4596452713
5900.0,0.9076109826564789,453.80549132823944,-0.27514937274521245,2677452.3988366127
6000.0,0.9033027135133743,451.65135675668716,-0.2923635309227754,2709908.140540123
6100.0,0.8988078902959824,449.4039451479912,-0.31256514940868013,2741364.065402746
6200.0,0.8940916963815689,447.04584819078445,-0.3343582551962457,2771684.2587828636
6300.0,0.8891644406318665,444.5822203159332,-0.3575684204424636,2800867.9879903793
6400.0,0.8839984543323517,441.99922716617584,-0.38117709720057413,2828795.0538635254
6500.0,0.8786344417333602,439.31722086668015,-0.4045925911777053,2855561.935633421
6600.0,0.8730603317022324,436.5301658511162,-0.4307183383502034,2881099.094617367
6700.0,0.8672391964197159,433.61959820985794,-0.45862542972565035,2905251.308006048
6800.0,0.8611875571012497,430.59377855062485,-0.4871709730234431,2928037.694144249
6900.0,0.8548996205329895,427.44981026649475,-0.515519524125631,2949403.690838814
7000.0,0.8484131383895874,424.2065691947937,-0.5437356745574072,2969445.984363556
7100.0,0.8417192636728287,420.85963183641434,-0.5730798426517429,2988103.386038542
7200.0,0.8348251850605011,417.41259253025055,-0.5989690118925806,3005370.666217804
7300.0,0.8278294187784195,413.91470938920975,-0.6263308119350134,3021577.378541231
7400.0,0.8206198406219483,410.3099203109741,-0.6563314337667876,3036293.4103012085
7500.0,0.8132726999521256,406.6363499760628,-0.6815094822167553,3049772.624820471
7600.0,0.8058397591114044,402.9198795557022,-0.7015501873603763,3062191.084623337
7700.0,0.7983954095840454,399.1977047920227,-0.7216386643022763,3073822.326898575
7800.0,0.7908747462034226,395.4373731017113,-0.7448711361847623,3084411.510193348
7900.0,0.7832902872562408,391.6451436281204,-0.7757754436340935,3093996.6346621513
8000.0,0.7754910153150558,387.7455076575279,-0.8082171357296405,3101964.0612602234
8100.0,0.7676211590766907,383.81057953834534,-0.8342018285040577,3108865.694260597
8200.0,0.7596798801422119,379.83994007110596,-0.8249251456620116,3114687.508583069
8300.0,0.7523363045454026,376.16815227270126,-0.7763486335978772,3122195.6638634205
8400.0,0.7456057774424553,372.80288872122765,-0.7384760840860927,3131544.265258312
8500.0,0.7392264941930771,369.61324709653854,-0.6979150947617047,3141712.6003205776
8600.0,0.7334665461778641,366.73327308893204,-0.63608114698074,3153906.1485648155
8700.0,0.728376628100872,364.188314050436,-0.5398175740035759,3168438.3322387934
8800.0,0.7244276840090752,362.2138420045376,-0.4257372182811829,3187481.8096399307
8900.0,0.7213671774864197,360.68358874320984,-0.3360043388956852,3210083.9398145676
9000.0,0.718980886220932,359.490443110466,-0.26222730462202093,3235413.987994194
9100.0,0.7171774792671204,358.5887396335602,-0.15884327560055225,3263157.5306653976
9200.0,0.7164771758913994,358.2385879456997,-0.0013193461259962639,3295795.009100437
9300.0,0.7171569296717644,358.5784648358822,0.15203523092244559,3334779.7229737043
9400.0,0.7188219741582871,359.4109870791435,0.25447487548923275,3378463.278543949
9500.0,0.7210488899350166,360.5244449675083,0.3205286681922199,3424982.227191329
9600.0,0.7236875918507576,361.8437959253788,0.41549900578724125,3473700.4408836365
9700.0,0.7273132956624031,363.65664783120155,0.5228519736321371,3527469.483962655
9800.0,0.7315283586978912,365.7641793489456,0.5729888140122129,3584488.957619667
9900.0,0.7358675317168236,367.9337658584118,0.5979018708541196,3642544.2819982767
10000.0,0.7404167743325234,370.2083871662617,0.6348288685767574,3702083.8716626167
10100.0,0.745268290579319,372.6341452896595,0.671094558621146,3763604.867425561
10200.0,0.7503206455111504,375.1603227555752,0.6917099082129837,3826635.292106867
10300.0,0.755444844007492,377.72242200374603,0.6951654177522755,3890540.946638584
10400.0,0.760517910182476,380.258955091238,0.6874929831927723,3954693.1329488754
10500.0,0.7654996656775475,382.7498328387737,0.6760095075823871,4018873.244807124
10600.0,0.7703747683167458,385.1873841583729,0.6733513320451091,4082986.2720787525
10700.0,0.7752870784401894,387.6435392200947,0.6884639614252009,4147785.869655013
10800.0,0.7803515386581421,390.17576932907104,0.7098073745136254,4213898.308753967
10900.0,0.7855444724559784,392.7722362279892,0.7183265466604819,4281217.374885082
11000.0,0.790705253303051,395.3526266515255,0.716278839701683,4348878.8931667805
11100.0,0.7958420259356499,397.92101296782494,0.7164712802028407,4416923.243942857
11200.0,0.800979090332985,400.48954516649246,0.7184539845796798,4485482.905864716
11300.0,0.8061182155609131,403.05910778045654,0.7152959576832455,4554567.917919159
11400.0,0.8111846319437027,405.59231597185135,0.7032632804703149,4623752.402079105
11500.0,0.8161265728473663,408.06328642368317,0.6939626099899086,4692727.793872356
11600.0,0.8210343941450119,410.51719707250595,0.6973187746700263,4761999.486041069
11700.0,0.8259976538419723,412.9988269209862,0.6976744572895476,4832086.274975538
11800.0,0.830885290980339,415.4426454901695,0.6874566140501115,4902223.216784
11900.0,0.8356789689064026,417.8394844532013,0.6771270960680951,4972289.864993095
12000.0,0.8403955577611923,420.19777888059616,0.666677328133869,5042373.346567154
12100.0,0.8450168466567993,422.50842332839966,0.6605457541750763,5112351.922273636
12200.0,0.8496215460300446,424.8107730150223,0.6557024851954885,5182691.430783272
12300.0,0.8541496164798736,427.07480823993683,0.6459163327832067,5253020.141351223
12400.0,0.8585924271345139,429.2962135672569,0.6356196730958568,5323273.048233986
12500.0,0.8629518461227417,431.47592306137085,0.6295133559953904,5393449.038267136
12600.0,0.8672842625379562,433.6421312689781,0.6238070455945895,5463890.853989124
12700.0,0.8715394339561462,435.7697169780731,0.6130733244180513,5534275.405621529
12800.0,0.8756987125873565,437.8493562936783,0.6008288234272796,5604471.760559082
12900.0,0.8797604500055313,439.88022500276566,0.588180561776227,5674454.902535677
13000.0,0.8837213171720505,441.86065858602524,0.5750039862958045,5744188.561618328
13100.0,0.8875780389308929,443.7890194654465,0.5621444300389101,5813636.154997349
13200.0,0.8913388293981552,445.6694146990776,0.5523995185114806,5882836.274027824
13300.0,0.895038268327713,447.5191341638565,0.5429540057410029,5952004.484379292
13400.0,0.898646567940712,449.323283970356,0.5312507203913559,6020932.00520277
13500.0,0.9021637405157089,451.08187025785446,0.5263105535068008,6089605.248481035
